rowid,stationid,city,chinese,latitude,longitude,pm25,pm10,o3,no2 ,so2,co,useless1,useless2,useless3,useless4,useless5,useless6,time
229611,36,Beijing,ë‘ã__Œ,39.955906,116.474246,156,62,29,13,5,5,23,0,1008,22,18,2.01E+13,1399107600
229623,47,Shanghai,_Ù__µà,31.202842,121.453493,91,38,35,16,5,5,18,4,1018,39,2,2.01E+13,1399107600
230003,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,152,106,36,14,7,12,20,-3,1009,21,16,2.01E+13,1399114800
230473,965,Chongqing,_öçë_æ,29.560161,106.555275,91,32,7,27,25,10,15,14,1017,94,2,2.01E+13,1399125600
230527,36,Beijing,ë‘ã__Œ,39.955906,116.474246,142,96,37,6,2,4,13,-5,1017,29,22,2.01E+13,1399136400
230539,47,Shanghai,_Ù__µà,31.202842,121.453493,85,48,33,22,7,5,16,11,1016,72,6,2.01E+13,1399136400
230919,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,144,96,26,4,1,8,13,-7,1016,25,20,2.01E+13,1399143600
231390,965,Chongqing,_öçë_æ,29.560161,106.555275,95,31,10,17,7,9,15,14,1017,94,2,2.01E+13,1399154400
231444,36,Beijing,ë‘ã__Œ,39.955906,116.474246,139,44,30,9,2,5,12,-8,1017,24,18,2.01E+13,1399165200
231456,47,Shanghai,_Ù__µà,31.202842,121.453493,132,60,32,27,12,5,17,13,1013,76,4,2.01E+13,1399165200
231836,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,124,75,24,6,2,9,15,-14,1016,13,25,2.01E+13,1399172400
232306,965,Chongqing,_öçë_æ,29.560161,106.555275,85,34,4,19,11,12,18,15,1020,83,4,2.01E+13,1399183200
232360,36,Beijing,ë‘ã__Œ,39.955906,116.474246,119,52,38,4,2,10,18,-13,1017,11,29,2.01E+13,1399194000
232372,47,Shanghai,_Ù__µà,31.202842,121.453493,134,48,17,30,6,10,16,14,1015,92,0,2.01E+13,1399194000
232752,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,74,62,32,5,4,7,15,-14,1018,13,13,2.01E+13,1399201200
233222,965,Chongqing,_öçë_æ,29.560161,106.555275,104,52,16,29,12,10,18,14,1021,77,4,2.01E+13,1399212000
233276,36,Beijing,ë‘ã__Œ,39.955906,116.474246,157,42,25,41,2,11,13,-4,1019,31,4,2.01E+13,1399222800
233288,47,Shanghai,_Ù__µà,31.202842,121.453493,87,60,19,23,8,10,14,7,1018,64,6,2.01E+13,1399222800
233668,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,134,98,11,37,52,10,12,-7,1018,26,7,2.01E+13,1399230000
234139,965,Chongqing,_öçë_æ,29.560161,106.555275,114,55,5,22,20,9,16,14,1021,88,2,2.01E+13,1399240800
234193,36,Beijing,ë‘ã__Œ,39.955906,116.474246,134,45,4,15,2,5,13,-6,1020,26,9,2.01E+13,1399251600
234205,47,Shanghai,_Ù__µà,31.202842,121.453493,102,53,34,29,10,5,16,3,1021,44,5,2.01E+13,1399251601
234585,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,85,39,15,6,5,10,16,-12,1020,14,20,2.01E+13,1399258800
235056,965,Chongqing,_öçë_æ,29.560161,106.555275,134,71,9,28,38,11,21,12,1020,56,2,2.01E+13,1399269600
235110,36,Beijing,ë‘ã__Œ,39.955906,116.474246,95,33,31,7,2,4,21,-9,1015,13,9,2.01E+13,1399280400
235122,47,Shanghai,_Ù__µà,31.202842,121.453493,107,73,47,21,9,4,19,-2,1019,25,2,2.01E+13,1399280400
235502,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,114,38,34,12,7,7,16,0,1016,34,16,2.01E+13,1399287600
235971,965,Chongqing,_öçë_æ,29.560161,106.555275,104,77,32,42,11,8,19,12,1019,64,9,2.01E+13,1399298400
236025,36,Beijing,ë‘ã__Œ,39.955906,116.474246,152,70,28,18,9,4,11,-1,1015,44,4,2.01E+13,1399309200
236037,47,Shanghai,_Ù__µà,31.202842,121.453493,91,64,37,34,7,4,14,3,1021,48,1,2.01E+13,1399309200
236417,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,142,64,25,12,15,11,13,-2,1014,36,9,2.01E+13,1399316400
236885,965,Chongqing,_öçë_æ,29.560161,106.555275,158,101,1,26,11,11,14,11,1018,82,4,2.01E+13,1399327200
236939,36,Beijing,ë‘ã__Œ,39.955906,116.474246,170,87,8,35,16,4,15,2,1011,42,7,2.01E+13,1399338000
236951,47,Shanghai,_Ù__µà,31.202842,121.453493,127,66,29,41,14,4,16,4,1020,46,5,2.01E+13,1399338000
237331,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,169,105,19,21,23,14,19,7,1009,46,7,2.01E+13,1399345200
237800,965,Chongqing,_öçë_æ,29.560161,106.555275,97,56,19,23,24,12,23,7,1017,36,4,2.01E+13,1399356000
237854,36,Beijing,ë‘ã__Œ,39.955906,116.474246,179,101,35,22,23,4,20,6,1005,40,7,2.01E+13,1399366800
237866,47,Shanghai,_Ù__µà,31.202842,121.453493,128,67,46,13,8,5,22,1,1017,26,10,2.01E+13,1399366800
238246,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,195,121,36,37,33,16,20,8,1003,46,11,2.01E+13,1399374000
238715,965,Chongqing,_öçë_æ,29.560161,106.555275,109,70,71,38,11,6,21,9,1014,46,9,2.01E+13,1399384800
238769,36,Beijing,ë‘ã__Œ,39.955906,116.474246,187,139,39,46,25,4,16,8,1003,59,9,2.01E+13,1399395600
238781,47,Shanghai,_Ù__µà,31.202842,121.453493,114,60,63,17,10,4,15,7,1015,61,6,2.01E+13,1399395600
239161,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,209,141,22,39,30,21,16,11,1002,72,4,2.01E+13,1399402800
239628,965,Chongqing,_öçë_æ,29.560161,106.555275,165,120,16,33,21,10,17,13,1013,77,2,2.01E+13,1399413600
239682,36,Beijing,ë‘ã__Œ,39.955906,116.474246,199,135,6,44,17,5,14,8,1005,67,4,2.01E+13,1399424400
239694,47,Shanghai,_Ù__µà,31.202842,121.453493,97,51,42,29,14,5,18,12,1012,67,5,2.01E+13,1399424400
240074,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,173,82,22,23,15,20,17,11,1005,68,11,2.01E+13,1399431600
240534,965,Chongqing,_öçë_æ,29.560161,106.555275,151,83,15,38,52,13,25,12,1014,44,7,2.01E+13,1399442400
240588,36,Beijing,ë‘ã__Œ,39.955906,116.474246,102,56,38,7,3,5,26,-7,1005,11,20,2.01E+13,1399453200
240600,47,Shanghai,_Ù__µà,31.202842,121.453493,155,80,52,25,16,5,24,14,1006,52,8,2.01E+13,1399453200
240980,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,162,39,43,9,3,11,23,-5,1007,15,9,2.01E+13,1399460400
241440,965,Chongqing,_öçë_æ,29.560161,106.555275,147,85,54,60,9,8,23,11,1009,47,4,2.01E+13,1399471200
241494,36,Beijing,ë‘ã__Œ,39.955906,116.474246,165,118,31,31,9,6,14,9,1014,72,2,2.01E+13,1399482000
241506,47,Shanghai,_Ù__µà,31.202842,121.453493,147,61,34,31,9,6,18,16,1008,87,4,2.01E+13,1399482000
241887,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,162,76,36,21,10,17,12,9,1015,82,2,2.01E+13,1399489200
242347,965,Chongqing,_öçë_æ,29.560161,106.555275,164,134,36,47,29,15,20,13,1008,64,7,2.01E+13,1399500000
242401,36,Beijing,ë‘ã__Œ,39.955906,116.474246,199,103,18,47,17,9,13,11,1016,88,2,2.01E+13,1399510800
242413,47,Shanghai,_Ù__µà,31.202842,121.453493,182,116,10,53,30,10,23,17,1012,70,3,2.01E+13,1399510800
242794,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,166,67,26,16,12,16,21,2,1016,28,7,2.01E+13,1399518000
243254,965,Chongqing,_öçë_æ,29.560161,106.555275,160,83,16,34,18,11,22,15,1008,64,4,2.01E+13,1399525200
243308,36,Beijing,ë‘ã__Œ,39.955906,116.474246,166,78,78,12,12,8,23,5,1012,31,13,2.01E+13,1399539600
243320,47,Shanghai,_Ù__µà,31.202842,121.453493,158,83,91,15,11,8,22,12,1013,54,1,2.01E+13,1399539600
243701,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,137,79,41,17,17,21,20,2,1013,30,11,2.01E+13,1399543200
244161,965,Chongqing,_öçë_æ,29.560161,106.555275,227,120,16,39,39,12,19,16,1006,83,4,2.01E+13,1399554000
244215,36,Beijing,ë‘ã__Œ,39.955906,116.474246,165,95,72,33,22,7,18,6,1015,45,4,2.01E+13,1399568400
244227,47,Shanghai,_Ù__µà,31.202842,121.453493,127,50,45,22,9,7,16,12,1014,76,1,2.01E+13,1399568400
244608,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,151,48,40,10,10,21,17,3,1013,39,11,2.01E+13,1399575600
245068,965,Chongqing,_öçë_æ,29.560161,106.555275,204,107,5,19,13,11,18,17,1004,94,0,2.01E+13,1399582800
245122,36,Beijing,ë‘ã__Œ,39.955906,116.474246,167,103,23,42,42,6,18,4,1015,40,9,2.01E+13,1399597200
245134,47,Shanghai,_Ù__µà,31.202842,121.453493,147,56,38,22,7,6,16,14,1014,86,5,2.01E+13,1399597200
245515,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,152,79,23,25,28,19,19,9,1015,52,16,2.01E+13,1399604400
245976,965,Chongqing,_öçë_æ,29.560161,106.555275,220,122,6,34,34,13,20,18,1004,88,2,2.01E+13,1399611600
246030,36,Beijing,ë‘ã__Œ,39.955906,116.474246,159,88,32,30,17,7,20,6,1014,40,7,2.01E+13,1399626000
246042,47,Shanghai,_Ù__µà,31.202842,121.453493,114,58,44,22,7,7,19,12,1013,67,7,2.01E+13,1399626000
246423,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,158,111,39,26,21,19,18,5,1012,42,25,2.01E+13,1399629600
246882,965,Chongqing,_öçë_æ,29.560161,106.555275,233,123,12,38,17,15,20,17,1003,83,2,2.01E+13,1399640400
246936,36,Beijing,ë‘ã__Œ,39.955906,116.474246,149,74,49,16,13,7,17,5,1016,45,7,2.01E+13,1399654800
246948,47,Shanghai,_Ù__µà,31.202842,121.453493,132,52,43,14,6,7,17,14,1014,83,1,2.01E+13,1399654800
247329,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,134,67,27,32,14,12,14,9,1014,72,7,2.01E+13,1399658400
247789,965,Chongqing,_öçë_æ,29.560161,106.555275,176,80,3,18,10,14,19,18,1002,94,7,2.01E+13,1399669200
247843,36,Beijing,ë‘ã__Œ,39.955906,116.474246,129,68,27,26,15,6,15,7,1017,59,2,2.01E+13,1399683600
247855,47,Shanghai,_Ù__µà,31.202842,121.453493,151,55,39,18,4,6,17,17,1013,95,6,2.01E+13,1399683600
248236,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,117,59,22,16,14,13,19,6,1016,43,16,2.01E+13,1399690800
248696,965,Chongqing,_öçë_æ,29.560161,106.555275,157,60,4,19,9,13,17,16,1005,94,9,2.01E+13,1399701600
248750,36,Beijing,ë‘ã__Œ,39.955906,116.474246,152,69,37,20,17,7,20,7,1015,43,4,2.01E+13,1399712400
248762,47,Shanghai,_Ù__µà,31.202842,121.453493,114,34,34,17,4,7,19,18,1009,94,10,2.01E+13,1399712400
249143,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,99,85,41,27,8,12,18,5,1014,42,16,2.01E+13,1399719600
249603,965,Chongqing,_öçë_æ,29.560161,106.555275,85,30,7,17,2,7,17,16,1009,94,9,2.01E+13,1399730400
249657,36,Beijing,ë‘ã__Œ,39.955906,116.474246,117,55,31,24,4,6,14,6,1017,59,4,2.01E+13,1399741200
249669,47,Shanghai,_Ù__µà,31.202842,121.453493,76,26,31,10,5,6,20,19,1006,92,6,2.01E+13,1399741200
250050,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,107,45,31,9,3,12,13,11,1012,88,13,2.01E+13,1399748400
250511,965,Chongqing,_öçë_æ,29.560161,106.555275,93,69,5,16,12,7,17,16,1012,94,2,2.01E+13,1399755600
250565,36,Beijing,ë‘ã__Œ,39.955906,116.474246,95,37,27,12,2,4,11,10,1009,94,9,2.01E+13,1399770000
250577,47,Shanghai,_Ù__µà,31.202842,121.453493,61,17,27,8,4,4,21,21,1004,96,9,2.01E+13,1399770000
250958,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,93,11,32,12,3,13,12,10,1006,88,11,2.01E+13,1399773600
251419,965,Chongqing,_öçë_æ,29.560161,106.555275,85,44,12,17,10,8,24,11,1013,44,7,2.01E+13,1399784400
251473,36,Beijing,ë‘ã__Œ,39.955906,116.474246,40,8,38,7,2,7,14,11,1003,82,7,2.01E+13,1399798800
251485,47,Shanghai,_Ù__µà,31.202842,121.453493,132,45,25,22,7,7,22,19,1003,86,8,2.01E+13,1399798800
251865,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,63,18,35,14,4,12,12,10,1001,88,9,2.01E+13,1399806000
252326,965,Chongqing,_öçë_æ,29.560161,106.555275,139,96,42,45,13,9,22,14,1011,60,7,2.01E+13,1399813200
252380,36,Beijing,ë‘ã__Œ,39.955906,116.474246,112,27,34,21,2,12,13,10,1001,82,2,2.01E+13,1399827600
252392,47,Shanghai,_Ù__µà,31.202842,121.453493,177,79,21,32,10,13,18,16,1009,88,2,2.01E+13,1399827600
252773,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,137,18,23,27,8,14,14,9,1000,72,7,2.01E+13,1399834800
253234,965,Chongqing,_öçë_æ,29.560161,106.555275,154,74,27,29,17,11,20,15,1009,73,7,2.01E+13,1399842000
253288,36,Beijing,ë‘ã__Œ,39.955906,116.474246,161,61,4,30,2,13,16,12,1002,77,2,2.01E+13,1399856400
253300,47,Shanghai,_Ù__µà,31.202842,121.453493,183,84,19,41,20,13,20,16,1010,76,4,2.01E+13,1399856400
253681,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,156,59,12,26,19,16,23,7,1003,36,9,2.01E+13,1399860000
254145,965,Chongqing,_öçë_æ,29.560161,106.555275,144,64,14,26,16,13,22,16,1008,69,4,2.01E+13,1399870800
254199,36,Beijing,ë‘ã__Œ,39.955906,116.474246,89,42,37,10,3,10,30,6,999,22,18,2.01E+13,1399885200
254211,47,Shanghai,_Ù__µà,31.202842,121.453493,154,77,82,25,12,9,25,12,1008,44,1,2.01E+13,1399885200
254592,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,119,87,47,18,12,11,27,7,1001,28,9,2.01E+13,1399892400
255057,965,Chongqing,_öçë_æ,29.560161,106.555275,149,77,14,28,26,13,21,16,1006,73,9,2.01E+13,1399899600
255111,36,Beijing,ë‘ã__Œ,39.955906,116.474246,130,73,56,19,11,9,23,7,1000,36,7,2.01E+13,1399914000
255123,47,Shanghai,_Ù__µà,31.202842,121.453493,169,83,45,53,12,9,19,12,1010,64,2,2.01E+13,1399914000
255504,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,129,76,34,16,11,10,21,9,1001,46,13,2.01E+13,1399921200
255968,965,Chongqing,_öçë_æ,29.560161,106.555275,159,99,4,26,12,14,19,15,1003,78,4,2.01E+13,1399928400
256022,36,Beijing,ë‘ã__Œ,39.955906,116.474246,177,112,21,46,6,9,19,12,1001,64,4,2.01E+13,1399942800
256034,47,Shanghai,_Ù__µà,31.202842,121.453493,163,74,26,41,24,9,21,12,1009,59,8,2.01E+13,1399942800
256415,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,165,94,22,29,29,11,26,11,1001,39,7,2.01E+13,1399950000
256881,965,Chongqing,_öçë_æ,29.560161,106.555275,185,102,3,27,21,16,20,17,1005,83,7,2.01E+13,1399957200
256935,36,Beijing,ë‘ã__Œ,39.955906,116.474246,124,75,27,9,4,7,31,-1,998,13,27,2.01E+13,1399971600
256947,47,Shanghai,_Ù__µà,31.202842,121.453493,144,61,60,16,7,7,22,12,1004,54,2,2.01E+13,1399971600
257328,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,162,97,50,36,51,14,28,8,998,28,7,2.01E+13,1399975200
257794,965,Chongqing,_öçë_æ,29.560161,106.555275,173,79,8,30,17,13,20,16,1005,78,4,2.01E+13,1399986000
257848,36,Beijing,ë‘ã__Œ,39.955906,116.474246,93,72,44,11,2,7,20,-5,1004,18,22,2.01E+13,1400000400
257860,47,Shanghai,_Ù__µà,31.202842,121.453493,144,52,42,18,5,7,19,18,1001,94,2,2.01E+13,1400000400
258241,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,97,89,30,7,3,17,19,-2,1003,24,18,2.01E+13,1400007600
258707,965,Chongqing,_öçë_æ,29.560161,106.555275,174,82,2,20,13,12,18,17,1005,94,7,2.01E+13,1400014800
258761,36,Beijing,ë‘ã__Œ,39.955906,116.474246,72,60,31,12,4,8,19,-2,1007,24,20,2.01E+13,1400029200
258773,47,Shanghai,_Ù__µà,31.202842,121.453493,154,51,23,23,5,8,20,20,999,97,7,2.01E+13,1400029200
259154,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,72,63,24,11,4,7,21,-1,1006,23,22,2.01E+13,1400036400
259620,965,Chongqing,_öçë_æ,29.560161,106.555275,127,51,10,17,13,13,26,18,1008,61,7,2.01E+13,1400043600
259674,36,Beijing,ë‘ã__Œ,39.955906,116.474246,63,26,32,9,3,16,22,-1,1005,22,13,2.01E+13,1400058000
259686,47,Shanghai,_Ù__µà,31.202842,121.453493,208,110,108,23,21,16,28,17,998,53,6,2.01E+13,1400058000
260067,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,78,32,38,10,4,8,21,-3,1004,20,9,2.01E+13,1400065200
260533,965,Chongqing,_öçë_æ,29.560161,106.555275,91,52,38,13,6,7,20,15,1011,73,9,2.01E+13,1400072400
260587,36,Beijing,ë‘ã__Œ,39.955906,116.474246,89,75,24,40,3,12,11,4,1003,62,2,2.01E+13,1400086800
260599,47,Shanghai,_Ù__µà,31.202842,121.453493,155,58,84,47,17,12,22,18,1002,80,0,2.01E+13,1400086800
260980,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,169,85,18,31,30,9,17,-2,1001,27,9,2.01E+13,1400094000
261446,965,Chongqing,_öçë_æ,29.560161,106.555275,89,53,12,22,21,7,18,12,1010,68,4,2.01E+13,1400101200
261500,36,Beijing,ë‘ã__Œ,39.955906,116.474246,168,57,3,32,3,10,12,6,1002,67,7,2.01E+13,1400115600
261512,47,Shanghai,_Ù__µà,31.202842,121.453493,154,66,23,23,9,10,19,16,1003,82,1,2.01E+13,1400115600
261893,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,174,109,10,35,32,18,23,1,1002,23,7,2.01E+13,1400122800
262359,965,Chongqing,_öçë_æ,29.560161,106.555275,114,82,6,23,34,9,20,13,1011,64,4,2.01E+13,1400133600
262413,36,Beijing,ë‘ã__Œ,39.955906,116.474246,180,194,34,19,3,11,29,2,998,18,13,2.01E+13,1400144400
262425,47,Shanghai,_Ù__µà,31.202842,121.453493,152,79,60,18,10,11,26,10,1005,36,2,2.01E+13,1400144400
262806,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,188,298,40,50,19,23,24,2,999,24,13,2.01E+13,1400151600
263272,965,Chongqing,_öçë_æ,29.560161,106.555275,151,72,12,22,19,9,17,13,1009,77,9,2.01E+13,1400158800
263326,36,Beijing,ë‘ã__Œ,39.955906,116.474246,253,159,30,58,15,8,21,4,1001,33,4,2.01E+13,1400173200
263338,47,Shanghai,_Ù__µà,31.202842,121.453493,156,80,54,27,12,8,18,11,1007,63,0,2.01E+13,1400173200
263718,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,153,110,23,31,15,13,18,10,1001,59,4,2.01E+13,1400180400
264183,965,Chongqing,_öçë_æ,29.560161,106.555275,142,51,3,20,8,8,15,14,1009,94,2,2.01E+13,1400191200
264237,36,Beijing,ë‘ã__Œ,39.955906,116.474246,151,128,4,42,9,8,22,5,1006,33,7,2.01E+13,1400202000
264249,47,Shanghai,_Ù__µà,31.202842,121.453493,168,71,40,39,8,8,22,11,1009,49,2,2.01E+13,1400202000
264630,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,190,168,14,36,50,21,24,6,1007,31,13,2.01E+13,1400209200
265095,965,Chongqing,_öçë_æ,29.560161,106.555275,142,58,13,27,11,9,16,15,1010,94,4,2.01E+13,1400216400
265149,36,Beijing,ë‘ã__Œ,39.955906,116.474246,124,22,45,10,2,8,29,3,1007,19,7,2.01E+13,1400230800
265161,47,Shanghai,_Ù__µà,31.202842,121.453493,129,466,81,30,8,8,27,6,1007,25,5,2.01E+13,1400230800
265542,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,178,122,49,31,41,30,22,3,1009,29,11,2.01E+13,1400238000
266007,965,Chongqing,_öçë_æ,29.560161,106.555275,151,71,24,31,10,9,18,14,1010,77,2,2.01E+13,1400245200
266061,36,Beijing,ë‘ã__Œ,39.955906,116.474246,160,104,66,28,13,9,18,6,1013,45,2,2.01E+13,1400259600
266073,47,Shanghai,_Ù__µà,31.202842,121.453493,171,90,43,17,7,10,21,17,1009,81,1,2.01E+13,1400259600
266454,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,153,111,35,62,20,23,15,9,1013,67,4,2.01E+13,1400263200
266919,965,Chongqing,_öçë_æ,29.560161,106.555275,161,81,7,23,15,11,16,15,1011,94,4,2.01E+13,1400274000
266973,36,Beijing,ë‘ã__Œ,39.955906,116.474246,172,94,15,57,18,9,20,6,1015,40,4,2.01E+13,1400288400
266985,47,Shanghai,_Ù__µà,31.202842,121.453493,167,70,63,19,6,9,19,17,1008,87,2,2.01E+13,1400288400
267366,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,170,88,12,55,53,27,22,6,1014,35,7,2.01E+13,1400295600
267831,965,Chongqing,_öçë_æ,29.560161,106.555275,137,53,14,17,22,11,23,15,1011,61,4,2.01E+13,1400302800
267885,36,Beijing,ë‘ã__Œ,39.955906,116.474246,147,81,46,13,13,10,28,5,1011,23,13,2.01E+13,1400317200
267897,47,Shanghai,_Ù__µà,31.202842,121.453493,99,36,48,18,4,10,17,16,1008,95,5,2.01E+13,1400317200
268278,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,87,52,42,19,6,19,24,2,1011,24,13,2.01E+13,1400320800
268740,965,Chongqing,_öçë_æ,29.560161,106.555275,137,76,78,20,15,9,21,15,1009,68,7,2.01E+13,1400331600
268794,36,Beijing,ë‘ã__Œ,39.955906,116.474246,98,69,76,32,9,7,21,6,1011,38,7,2.01E+13,1400346000
268806,47,Shanghai,_Ù__µà,31.202842,121.453493,74,15,43,9,4,7,18,16,1009,92,4,2.01E+13,1400346000
269187,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,127,83,27,35,16,11,19,8,1011,49,7,2.01E+13,1400349600
269649,965,Chongqing,_öçë_æ,29.560161,106.555275,158,118,31,33,13,11,17,15,1011,88,4,2.01E+13,1400360400
269703,36,Beijing,ë‘ã__Œ,39.955906,116.474246,168,95,4,42,17,7,20,8,1011,46,2,2.01E+13,1400374800
269715,47,Shanghai,_Ù__µà,31.202842,121.453493,91,30,45,13,4,7,17,16,1010,96,3,2.01E+13,1400374800
270096,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,169,89,22,38,58,14,27,7,1010,28,2,2.01E+13,1400382000
270558,965,Chongqing,_öçë_æ,29.560161,106.555275,153,70,14,27,23,13,25,17,1011,61,4,2.01E+13,1400389200
270612,36,Beijing,ë‘ã__Œ,39.955906,116.474246,163,88,102,12,21,8,30,9,1005,27,13,2.01E+13,1400403600
270624,47,Shanghai,_Ù__µà,31.202842,121.453493,107,51,44,13,4,8,18,15,1010,80,5,2.01E+13,1400403600
271005,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,191,141,137,19,29,15,26,14,1006,47,13,2.01E+13,1400410800
271467,965,Chongqing,_öçë_æ,29.560161,106.555275,158,89,38,33,21,9,24,17,1008,65,9,2.01E+13,1400418000
271521,36,Beijing,ë‘ã__Œ,39.955906,116.474246,175,121,177,20,14,8,24,13,1006,50,4,2.01E+13,1400432400
271533,47,Shanghai,_Ù__µà,31.202842,121.453493,122,61,37,17,6,8,18,16,1010,89,1,2.01E+13,1400432400
271914,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,166,104,38,22,33,18,21,12,1007,56,4,2.01E+13,1400436000
272376,965,Chongqing,_öçë_æ,29.560161,106.555275,164,79,19,28,10,13,20,19,1012,94,4,2.01E+13,1400446800
272430,36,Beijing,ë‘ã__Œ,39.955906,116.474246,165,75,46,30,4,8,18,16,1006,88,7,2.01E+13,1400461200
272442,47,Shanghai,_Ù__µà,31.202842,121.453493,119,39,40,18,4,8,18,17,1010,96,5,2.01E+13,1400461200
272823,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,171,113,22,32,31,24,23,12,1006,50,11,2.01E+13,1400464800
273284,965,Chongqing,_öçë_æ,29.560161,106.555275,176,80,15,17,19,12,25,18,1012,65,9,2.01E+13,1400475600
273338,36,Beijing,ë‘ã__Œ,39.955906,116.474246,199,130,120,19,15,9,28,15,1001,45,9,2.01E+13,1400490000
273350,47,Shanghai,_Ù__µà,31.202842,121.453493,142,46,36,19,4,9,21,18,1007,86,2,2.01E+13,1400490000
273730,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,170,117,111,21,16,26,30,11,1001,31,4,2.01E+13,1400497200
274191,965,Chongqing,_öçë_æ,29.560161,106.555275,157,84,55,43,15,12,24,19,1010,73,4,2.01E+13,1400504400
274245,36,Beijing,ë‘ã__Œ,39.955906,116.474246,224,183,119,83,13,11,21,16,1003,73,2,2.01E+13,1400518800
274257,47,Shanghai,_Ù__µà,31.202842,121.453493,153,57,17,36,4,11,19,18,1006,96,0,2.01E+13,1400518800
274638,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,206,121,45,22,16,18,22,18,1003,78,7,2.01E+13,1400526000
275100,965,Chongqing,_öçë_æ,29.560161,106.555275,170,129,30,30,26,15,20,19,1010,94,2,2.01E+13,1400536800
275154,36,Beijing,ë‘ã__Œ,39.955906,116.474246,102,143,34,21,7,9,23,8,1005,38,11,2.01E+13,1400547600
275166,47,Shanghai,_Ù__µà,31.202842,121.453493,185,90,10,27,12,9,20,18,1005,92,5,2.01E+13,1400547600
275547,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,202,157,22,39,20,18,23,18,1005,73,7,2.01E+13,1400554800
276009,965,Chongqing,_öçë_æ,29.560161,106.555275,161,76,19,16,14,14,23,20,1009,83,9,2.01E+13,1400562000
276063,36,Beijing,ë‘ã__Œ,39.955906,116.474246,63,32,49,18,4,9,31,8,1003,24,4,2.01E+13,1400576400
276075,47,Shanghai,_Ù__µà,31.202842,121.453493,163,78,37,15,8,9,26,16,1005,54,3,2.01E+13,1400576400
276456,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,167,89,102,17,12,22,23,12,1004,50,16,2.01E+13,1400583600
276918,965,Chongqing,_öçë_æ,29.560161,106.555275,107,51,25,20,10,10,21,14,1007,64,13,2.01E+13,1400594400
276972,36,Beijing,ë‘ã__Œ,39.955906,116.474246,180,130,100,34,13,7,21,10,1007,49,4,2.01E+13,1400605200
276984,47,Shanghai,_Ù__µà,31.202842,121.453493,91,31,37,33,6,7,18,17,1007,94,0,2.01E+13,1400605200
277365,498,Tianjin,ë_©_‚Ç,39.085164,117.207281,265,155,45,26,17,17,20,17,1004,83,9,2.01E+13,1400612400
277826,965,Chongqing,_öçë_æ,29.560161,106.555275,78,29,22,7,4,7,17,16,1006,94,11,2.01E+13,1400619600
277880,36,Beijing,ë‘ã__Œ,39.955906,116.474246,163,92,18,40,22,7,19,13,1007,68,2,2.01E+13,1400634000
